"","year","yraw","y1","magnitude","death","inj","intensity","y2","f1","f2","u1","u2","u2_","magnitude.f"
"145",2003,73.24,102.706286756326,6.6,0,0,8,0,0.00189365437706282,0.35843056944662,0.607332881932131,0.35843056944662,0,"(6,9]"
"146",2003,13.02,18.2582721677684,4.5,0,1,6,1,0.00941694460929158,0.0654409925317498,0.256040808354861,0.423871561978369,0.35843056944662,"(3.9,5.2]"
"147",2003,77.2,108.259493959426,5.8,1,3,7,4,0.00177018427547585,0.0221040647005905,0.617499781643882,0.512420175506844,0.490316110806254,"(5.2,6]"
"148",2003,1.79,2.51016184180533,4.8,0,0,6,0,0.0182310033682248,0.35843056944662,0.0551921486771212,0.35843056944662,0,"(3.9,5.2]"
"149",2003,5.61,7.8670435377251,4.8,1,1,6,2,0.0136352018250587,0.0385348304655191,0.138711651144667,0.462406392443888,0.423871561978369,"(3.9,5.2]"
"150",2003,591.9,830.036197857306,6.2,16,793,8,809,8.72232936613681e-05,3.73117922745175e-05,0.879181239225734,0.942697052994093,0.942659706244479,"(6,9]"
"151",2003,806.49,1130.96113061318,5.9,4,1064,8,1068,5.34609534661299e-05,2.44846522971212e-05,0.899681798355163,0.950507814863927,0.950483312786873,"(5.2,6]"
"152",2003,43.42,60.8889537269205,5.7,2,14,7,16,0.00350970938233847,0.00681816955677838,0.499805855184191,0.642650478719601,0.635832309162823,"(5.2,6]"
"153",2003,21.87,30.6688488716663,5,0,9,6,9,0.00664761658411914,0.0112450319205706,0.35415147384439,0.584227095846326,0.572982063925755,"(3.9,5.2]"
"154",2003,8.47,11.8776931844085,5.9,0,0,6,0,0.0116605322996279,0.35843056944662,0.189231933958023,0.35843056944662,0,"(5.2,6]"
"155",2003,76.36,107.081540916344,7.9,0,0,6,0,0.00179528380796528,0.35843056944662,0.615399859859009,0.35843056944662,0,"(6,9]"
"156",2003,415.6,582.80629131525,6.1,3,57,8,60,0.000151896721966981,0.00161520208511919,0.850809496305914,0.787481995515116,0.785848932932492,"(6,9]"
"157",2003,542.18,760.312596307272,6.1,10,46,8,56,0.00010014986560626,0.00176728864153192,0.872665859274292,0.780724549561366,0.778936522259797,"(6,9]"
"158",2003,87.92,123.292418509232,5.2,1,133,8,134,0.00149334297118557,0.000535488942327646,0.641936041178095,0.855253261762274,0.85471490851527,"(3.9,5.2]"
"159",2003,191.9,269.106177342147,5.1,4,94,7,98,0.000494640675119601,0.000831864847516618,0.765945701393121,0.831284992900134,0.830447186066286,"(3.9,5.2]"
"160",2003,0.55,0.771278778208343,4.9,0,11,6,11,0.022469337355982,0.00946721257777567,0.0205121558455503,0.603970762102653,0.594503549524877,"(3.9,5.2]"
"161",2003,93,130.416229769774,5,0,24,7,24,0.00138550076626891,0.0048676094094982,0.652182553542779,0.688076655752582,0.68309709331401,"(3.9,5.2]"
"162",2003,180.26,252.783113745156,6.1,10,44,8,54,0.000542696467239934,0.00185243464905202,0.757489195099976,0.777105929429766,0.775231070517891,"(6,9]"
"163",2004,14.62,19.7328301886792,5.6,0,5,6,5,0.0089995853237099,0.0184041032159247,0.269615161263846,0.530824278722768,0.512420175506844,"(5.2,6]"
"164",2004,202.72,273.614181658622,5.9,1,5,7,6,0.000482568420150371,0.0158219434189582,0.768148152376653,0.546646222141727,0.530824278722768,"(5.2,6]"
"165",2004,20.60329,27.8085651777095,5.9,0,0,6,0,0.0071601986398488,0.35843056944662,0.334418542606648,0.35843056944662,0,"(5.2,6]"
"166",2004,15.35,20.718121983326,4.7,1,9,6,10,0.00873708184956583,0.0102764536785518,0.278352032346239,0.594503549524877,0.584227095846326,"(3.9,5.2]"
"167",2004,16.2217,21.8946683633172,6.7,0,0,6,0,0.00843934880544091,0.35843056944662,0.288454849487815,0.35843056944662,0,"(6,9]"
"168",2004,332.26,448.456235190873,5.6,4,597,8,601,0.00022804684868509,5.8466809991746e-05,0.825844436174246,0.933006885810626,0.932948345555284,"(5.2,6]"
"169",2004,0.8338,1.12539218955682,5.8,0,0,6,0,0.0211063593334644,0.35843056944662,0.0282115668396141,0.35843056944662,0,"(5.2,6]"
"170",2004,66.00189,89.0837269153137,5,1,36,7,37,0.00226194128598751,0.00296938066966401,0.579145846706384,0.73734755911639,0.734329045172569,"(3.9,5.2]"
"171",2004,23.082,31.1541167178587,4.9,0,0,6,0,0.0065663596989274,0.35843056944662,0.357357569583981,0.35843056944662,0,"(3.9,5.2]"
"172",2004,217.2,293.158051777095,5,0,16,6,16,0.000435333398076502,0.00681816955677838,0.777105068729347,0.642650478719601,0.635832309162823,"(3.9,5.2]"
"173",2004,40.7,54.9333918385257,5,1,20,6,21,0.00391364959526804,0.00560390342269328,0.477735010516039,0.6724122043305,0.666666666666667,"(3.9,5.2]"
"174",2005,6.53,8.65787931034483,4.7,0,0,6,0,0.0131936598247071,0.35843056944662,0.149318180387933,0.35843056944662,0,"(3.9,5.2]"
"175",2005,52.8,70.0055172413793,5,0,5,6,5,0.00300695104087026,0.0184041032159247,0.529417681326082,0.530824278722768,0.512420175506844,"(3.9,5.2]"
"176",2005,157.5743,208.921787413793,6.2,0,0,7,0,0.000717092267678497,0.35843056944662,0.730146283203299,0.35843056944662,0,"(6,9]"
"177",2005,10.342,13.7120655172414,6.5,0,0,6,0,0.0109281770083507,0.35843056944662,0.209937046099363,0.35843056944662,0,"(6,9]"
"178",2005,41.874,55.5191482758621,5.9,0,0,6,0,0.00387075979842269,0.35843056944662,0.480014858273554,0.35843056944662,0,"(5.2,6]"
"179",2005,27.4468,36.3906710344828,5.1,1,11,6,12,0.00577987902753303,0.00877997360161384,0.389615111416121,0.612750735704267,0.603970762102653,"(3.9,5.2]"
"180",2005,169.98,225.370034482759,5.3,0,44,6,44,0.000642331581903717,0.00240181285995262,0.741308227306223,0.756030826509935,0.753594487689182,"(5.2,6]"
"181",2005,92.2,122.244482758621,5.3,0,29,6,29,0.00151033470127883,0.00394819735318402,0.640362237348505,0.709983812841915,0.705956652607555,"(5.2,6]"
"182",2005,6.447,8.54783275862069,5.2,0,0,6,0,0.0132532454670893,0.35843056944662,0.147862990255059,0.35843056944662,0,"(3.9,5.2]"
"183",2005,25.32,33.5708275862069,4.4,1,3,6,4,0.00618387463007261,0.0221040647005905,0.372757164882768,0.512420175506844,0.490316110806254,"(3.9,5.2]"
"184",2005,2037.5939,2701.56846396552,5.7,13,775,7,788,1.33181157096689e-05,3.88275948246084e-05,0.940797336168056,0.941897763944984,0.941858899014569,"(5.2,6]"
"185",2006,110.6,144.460976645435,5,0,1,6,1,0.00120615867417471,0.0654409925317498,0.670335680386741,0.423871561978369,0.35843056944662,"(3.9,5.2]"
"186",2006,4.4926,5.86804144373673,4.3,0,1,6,1,0.0149222703111242,0.0654409925317498,0.110215542014021,0.423871561978369,0.35843056944662,"(3.9,5.2]"
"187",2006,110.6836,144.570171380042,5,0,2,6,2,0.00120491221937293,0.0385348304655191,0.670467318491158,0.462406392443888,0.423871561978369,"(3.9,5.2]"
"188",2006,5.1848,6.7721633970276,5.6,0,0,6,0,0.0143048874679769,0.35843056944662,0.123422968184557,0.35843056944662,0,"(5.2,6]"
"189",2006,73.3515,95.8085834394905,5,1,19,6,20,0.00206715482835688,0.00557766112159059,0.593686527793573,0.666666666666667,0.661089005545076,"(3.9,5.2]"
"190",2006,9.8017,12.8025601698514,5.1,0,0,5,0,0.0112807148738813,0.35843056944662,0.19983898650227,0.35843056944662,0,"(3.9,5.2]"
"191",2006,42.5389,55.5624867940552,5.6,0,0,7,0,0.00386761583218709,0.35843056944662,0.480182543125601,0.35843056944662,0,"(5.2,6]"
"192",2006,239,312.171549893843,5.1,22,114,6,136,0.000396136458352867,0.000524295762503207,0.785000203230307,0.856312981359985,0.855785919757049,"(3.9,5.2]"
"193",2006,202.7,264.75804670913,5.1,2,67,7,69,0.000506752297635368,0.00134237687742722,0.763768778574801,0.800728604271155,0.799373089127005,"(3.9,5.2]"
"194",2006,1.2639,1.65085197452229,5.1,0,0,6,0,0.0197401989802874,0.35843056944662,0.0389201706154707,0.35843056944662,0,"(3.9,5.2]"
"195",2007,10.0173,12.4850951377634,4.7,0,0,6,0,0.0114085471435976,0.35843056944662,0.196237530993528,0.35843056944662,0,"(3.9,5.2]"
"196",2007,1898.6,2366.32641815235,6.4,3,419,8,422,1.64666303149793e-05,9.94699425926237e-05,0.93583499780182,0.919404949155619,0.919305302405797,"(6,9]"
"197",2007,110.6033,137.850790437601,5.7,0,0,7,0,0.00128563699866598,0.35843056944662,0.662104529359227,0.35843056944662,0,"(5.2,6]"
"198",2008,20.06,23.6099330399847,4.6,0,1,6,1,0.00803333725631099,0.0654409925317498,0.302577816486028,0.423871561978369,0.35843056944662,"(3.9,5.2]"
"199",2008,194.799,229.271752056629,7.3,0,0,7,0,0.000626427765251397,0.35843056944662,0.743783189201483,0.35843056944662,0,"(6,9]"
"200",2008,64.8,76.2673809068299,5,0,0,6,0,0.0027242520787129,0.35843056944662,0.547338698019006,0.35843056944662,0,"(3.9,5.2]"
"201",2008,1.5802,1.85984128563229,4.2,0,0,6,0,0.0193142615754942,0.35843056944662,0.0430002968545209,0.35843056944662,0,"(3.9,5.2]"
"202",2008,39.3305,46.2906516166061,5,0,0,6,0,0.00464418928289159,0.35843056944662,0.440894377954278,0.35843056944662,0,"(3.9,5.2]"
"203",2008,85.8441,101.035565946049,5.1,0,0,6,0,0.00193349706320956,0.35843056944662,0.604136014771436,0.35843056944662,0,"(3.9,5.2]"
"204",2008,13.2264,15.5670198584274,4.2,0,0,6,0,0.0102655077671647,0.35843056944662,0.229582745678509,0.35843056944662,0,"(3.9,5.2]"
"205",2008,845110,994665.528984121,8,69227,375783,11,445010,9.88208903014763e-10,2.38787199837016e-09,0.998389771207958,0.998007758967932,0.998007756580056,"(6,9]"
"206",2008,32.1749,37.8687554620241,5.2,0,0,6,0,0.00558433322398945,0.35843056944662,0.398012450286667,0.35843056944662,0,"(3.9,5.2]"
"207",2008,1308,1539.47120719342,5.9,5,130,8,135,3.27304704899595e-05,0.000529843522694258,0.916729230376464,0.855785919757049,0.855253261762274,"(5.2,6]"
"208",2008,4461.87,5251.46819207959,6.1,41,1010,8,1051,4.58318676248367e-06,2.5088676739854e-05,0.960493930826361,0.95008647601978,0.950061369202167,"(6,9]"
"209",2008,36.4418,42.890750640903,5.3,0,0,6,0,0.00499159164665415,0.35843056944662,0.424525124529676,0.35843056944662,0,"(5.2,6]"
"210",2008,67.284,79.1909638415917,6.8,0,0,7,0,0.0026063825084949,0.35843056944662,0.555128966256077,0.35843056944662,0,"(6,9]"
"211",2008,411.37,484.168402525349,6.6,10,60,8,70,0.00020260135424328,0.00131679049883653,0.833519660214494,0.802058120167173,0.800728604271155,"(6,9]"
"212",2008,266.1132,313.206123282954,6.3,0,3,7,3,0.000394168165591254,0.0279097183623652,0.78540901593454,0.490316110806254,0.462406392443888,"(6,9]"
"213",2008,4.451,5.23867457432562,4.1,0,1,6,1,0.0153962674343758,0.0654409925317498,0.100676964636142,0.423871561978369,0.35843056944662,"(3.9,5.2]"
"214",2008,179.6,211.383049550411,4.9,0,22,6,22,0.000705039734271458,0.00533910393437804,0.73189633571406,0.677881943370197,0.6724122043305,"(3.9,5.2]"
"215",2009,46.1203,54.6689952986513,5,0,0,6,0,0.00393325375351582,0.35843056944662,0.476697666854912,0.35843056944662,0,"(3.9,5.2]"
"216",2009,90.6836,107.492390597303,5.2,0,0,6,0,0.00178646555892353,0.35843056944662,0.616135637785682,0.35843056944662,0,"(3.9,5.2]"
"217",2009,46.3594,54.9524140269749,5.5,0,0,6,0,0.00391224507475059,0.35843056944662,0.477809443336383,0.35843056944662,0,"(5.2,6]"
"218",2009,21.8175,25.8615144508671,5,0,0,6,0,0.00754551606381663,0.35843056944662,0.320107301520324,0.35843056944662,0,"(3.9,5.2]"
"219",2009,2154,2553.25780346821,6,1,372,8,373,1.45789952700373e-05,0.000119627149828662,0.938730900192236,0.914062142828895,0.91394227579113,"(5.2,6]"
"220",2009,22.73,26.9431522157996,4,2,1,6,3,0.00732755584660192,0.0279097183623652,0.328150034799024,0.490316110806254,0.462406392443888,"(3.9,5.2]"
"221",2009,110.8097,131.348993140655,6.4,0,0,7,0,0.00137230346142905,0.35843056944662,0.653468727249716,0.35843056944662,0,"(6,9]"
"222",2009,245.3,290.767938342967,5,0,31,6,31,0.000440701364870915,0.00365800679456173,0.77605817861048,0.717583917732722,0.713856379403383,"(3.9,5.2]"
"223",2010,294.05,337.436224584965,5,1,16,7,17,0.000352221595099963,0.00645901439398297,0.794436206267433,0.649109493113584,0.642650478719601,"(3.9,5.2]"
"224",2010,18.0885,20.7574057078903,4.2,0,0,5,0,0.00872687134600111,0.35843056944662,0.278695056847193,0.35843056944662,0,"(3.9,5.2]"
"225",2010,354.4,406.690692035068,5.1,0,35,6,35,0.000265020000566464,0.00317330061881452,0.815579035884706,0.731208606920563,0.72798043015834,"(3.9,5.2]"
"226",2010,10.6168,12.1832780451408,4.5,0,0,5,0,0.0115325114548107,0.35843056944662,0.192775589968267,0.35843056944662,0,"(3.9,5.2]"
"227",2010,22847.41,26218.4790747995,7.1,2698,11000,9,13698,3.44873631643955e-07,4.96116801370504e-07,0.985183417519842,0.987249861926691,0.98724936578214,"(6,9]"
"228",2010,4.2775,4.90863271777653,4.6,0,0,5,0,0.015662668911256,0.35843056944662,0.0955519614144669,0.35843056944662,0,"(3.9,5.2]"
"229",2010,24.08,27.6329341540757,5.1,0,0,6,0,0.00719367476677009,0.35843056944662,0.33315805345023,0.35843056944662,0,"(3.9,5.2]"
"230",2010,14.4585,16.5918097369894,4.7,0,12,6,12,0.00992798285265824,0.00877997360161384,0.239928177695894,0.612750735704267,0.603970762102653,"(3.9,5.2]"
"231",2011,232.351,252.995283539823,4.8,0,0,6,0,0.000542024262419437,0.35843056944662,0.757604267563513,0.35843056944662,0,"(3.9,5.2]"
"232",2011,2384.8,2596.68842477876,5.8,25,314,7,339,1.41903676050269e-05,0.000137945470715628,0.939355574273635,0.909695619881152,0.909557370788654,"(5.2,6]"
"233",2011,337.6,367.595610619469,7.2,0,12,6,12,0.000309279375828606,0.00877997360161384,0.804388813533043,0.612750735704267,0.603970762102653,"(6,9]"
"234",2011,178.58,194.446753982301,5.3,0,4,7,4,0.00079518700627754,0.0221040647005905,0.719216769876515,0.512420175506844,0.490316110806254,"(5.2,6]"
"235",2011,92.2517,100.448222725664,5.3,0,7,6,7,0.00194782115922629,0.0139081654904294,0.602996190024307,0.560554387632156,0.546646222141727,"(5.2,6]"
"236",2011,278.4,303.135716814159,5.2,0,6,6,6,0.000414022605460827,0.0158219434189582,0.78134093068358,0.546646222141727,0.530824278722768,"(3.9,5.2]"
"237",2011,65.0281,70.8058179115044,5.2,0,0,6,0,0.00296829971542082,0.35843056944662,0.531808627312216,0.35843056944662,0,"(3.9,5.2]"
"238",2011,33.3,36.2586902654867,5.2,0,0,6,0,0.00579785785664122,0.35843056944662,0.388851093065926,0.35843056944662,0,"(3.9,5.2]"
"239",2011,149.9,163.218548672566,5.2,0,6,6,6,0.00101879538912191,0.0158219434189582,0.691123966318653,0.546646222141727,0.530824278722768,"(3.9,5.2]"
"240",2011,183.2219,199.501084743363,5.8,0,21,7,21,0.000766428968876704,0.00560390342269328,0.723162515443605,0.6724122043305,0.666666666666667,"(5.2,6]"
"241",2011,2.9177,3.1769363539823,5.5,0,0,6,0,0.0173587794867838,0.35843056944662,0.0670472734597731,0.35843056944662,0,"(5.2,6]"
"242",2011,1333.65,1452.14421238938,6.8,7,136,7,143,3.59232858151793e-05,0.000488008004209039,0.913735069115135,0.859853536482164,0.859363072364938,"(6,9]"
"243",2011,11.8505,12.9034116814159,5,0,0,6,0,0.0112406390318758,0.35843056944662,0.20097464066289,0.35843056944662,0,"(3.9,5.2]"
"244",2011,678.46,738.74087079646,6,0,0,7,0,0.000104786977333361,0.35843056944662,0.870456048933316,0.35843056944662,0,"(5.2,6]"
"245",2011,48.59,52.9072,5.2,0,0,6,0,0.00406791053827673,0.35843056944662,0.469650503672485,0.35843056944662,0,"(3.9,5.2]"
"246",2012,42.0811,44.658086458513,5,0,0,6,0,0.0048061223181301,0.35843056944662,0.433181433752166,0.35843056944662,0,"(3.9,5.2]"
"247",2012,523.251,555.294143867518,6,0,0,6,0,0.000163782199006174,0.35843056944662,0.846470311692792,0.35843056944662,0,"(5.2,6]"
"248",2012,8.6161,9.14373765740901,5.4,0,0,7,0,0.012937177810374,0.35843056944662,0.155665697741554,0.35843056944662,0,"(5.2,6]"
"249",2012,45.4701,48.2546239779196,5.4,0,0,6,0,0.0044604276356104,0.35843056944662,0.449833086438684,0.35843056944662,0,"(5.2,6]"
"250",2012,771.54,818.788007590133,5.7,4,442,7,446,8.9119923555496e-05,9.15589344455123e-05,0.878189530074512,0.921695129716648,0.921603416614783,"(5.2,6]"
"251",2012,1990.321,2112.20541521477,6.6,0,52,8,52,1.97496315731791e-05,0.0019445776919056,0.931253802429948,0.773310148694468,0.771341263746256,"(6,9]"
"252",2012,15.426,16.3706662066586,4.9,1,3,6,4,0.00999923705040199,0.0221040647005905,0.237724805425061,0.512420175506844,0.490316110806254,"(3.9,5.2]"
"253",2012,49.5802,52.616420631361,6.2,0,0,7,0,0.0040908296348982,0.35843056944662,0.468464311905606,0.35843056944662,0,"(6,9]"
"254",2012,4771.04,5063.21167500431,5.7,81,834,8,915,4.86006477521974e-06,3.09607174761943e-05,0.959605466889724,0.946298215739503,0.946267229341432,"(5.2,6]"
"255",2012,6.3618,6.75138754528204,5.5,0,0,6,0,0.0143183551607408,0.35843056944662,0.123125632115645,0.35843056944662,0,"(5.2,6]"
"256",2012,63.8819,67.7939363118855,5.1,0,0,6,0,0.00311799013723825,0.35843056944662,0.522645949766786,0.35843056944662,0,"(3.9,5.2]"
"257",2013,120.99,125.139623402824,5.4,0,0,7,0,0.00146412452699647,0.35843056944662,0.644667423610453,0.35843056944662,0,"(5.2,6]"
"258",2013,82.52,85.3502084734365,6.1,0,0,6,0,0.00238297025961729,0.35843056944662,0.570478025641249,0.35843056944662,0,"(6,9]"
"259",2013,708,732.282447881641,5.5,0,30,7,30,0.000106243158281805,0.00379852838765212,0.869774605497663,0.713856379403383,0.709983812841915,"(5.2,6]"
"260",2013,23.97,24.7921049092132,5.2,0,0,6,0,0.00777120956556849,0.35843056944662,0.311918308780745,0.35843056944662,0,"(3.9,5.2]"
"261",2013,7.91,8.18129119031607,5.6,0,0,6,0,0.0134559458938963,0.35843056944662,0.142968178659994,0.35843056944662,0,"(5.2,6]"
"262",2013,208.78,215.940578345662,5,0,14,7,14,0.000683563809265223,0.00767315622197684,0.735060230638918,0.628612245754221,0.620939089532245,"(3.9,5.2]"
"263",2013,66513.7,68794.9365164761,7,196,13019,9,13215,7.29616317736235e-08,5.24169173902405e-07,0.99177665747039,0.987003565461993,0.98700304126243,"(6,9]"
"264",2013,647.2,669.397175521184,5.5,0,13,7,13,0.000122319869654767,0.00818835382797786,0.862607173638903,0.620939089532245,0.612750735704267,"(5.2,6]"
"265",2013,24416,25253.4014794889,6.6,95,2414,8,2509,3.66337762300767e-07,6.66398490727373e-06,0.984840399353197,0.968526542245888,0.968519876232157,"(6,9]"
"266",2013,2707.14,2799.98743779422,6.1,0,87,8,87,1.25759088464211e-05,0.000980533888746657,0.942071002304422,0.821353797639315,0.820365460088266,"(6,9]"
"267",2013,1966.7,2034.1523873571,5.9,3,63,8,66,2.09754656911795e-05,0.00142428272437677,0.929665221620603,0.796580618342404,0.795141840599088,"(5.2,6]"
"268",2013,2023,2092.38332212508,5.5,0,25,7,25,2.00497379528053e-05,0.00465706411743645,0.930859361137603,0.6928377108078,0.688076655752582,"(5.2,6]"
"269",2013,35.07,36.2728043039677,5.3,0,0,6,0,0.00579593103387057,0.35843056944662,0.388932910656021,0.35843056944662,0,"(5.2,6]"
"270",2013,75.31,77.8929253530599,5.1,0,4,7,4,0.00265769986632483,0.0221040647005905,0.551712646633723,0.512420175506844,0.490316110806254,"(3.9,5.2]"
"271",2014,1080.61,1095.74958298995,7.3,0,0,9,0,5.62126357640727e-05,0.35843056944662,0.897751565976898,0.35843056944662,0,"(6,9]"
"272",2014,445.1,451.335948574254,5.3,0,32,6,32,0.000225808016618516,0.00352587121977107,0.826497913578828,0.72117518745162,0.717583917732722,"(5.2,6]"
"273",2014,1800.6,1825.82680072523,6.1,0,61,8,61,2.49291698298213e-05,0.00158053760016703,0.924902853802882,0.789079761817818,0.787481995515116,"(6,9]"
"274",2014,19849,20127.0888412725,6.5,617,3143,9,3760,5.27851799935656e-07,3.59113881563508e-06,0.982589176285017,0.974616851432318,0.974613259563051,"(6,9]"
"275",2014,302.5,306.738091313664,5,0,20,6,20,0.000406738739585041,0.00557766112159059,0.782819213009875,0.666666666666667,0.661089005545076,"(3.9,5.2]"
"276",2014,150,152.101532882809,5,0,1,6,1,0.00112366684411158,0.0654409925317498,0.679230310064158,0.423871561978369,0.35843056944662,"(3.9,5.2]"
"277",2014,5110.2,5181.79502225152,6.6,1,331,8,332,4.68260837536737e-06,0.000142296174772175,0.960171162243929,0.908714904320757,0.908572288525233,"(6,9]"
"278",2014,217.43,220.476241964727,4.2,0,0,6,0,0.000663215704050617,0.35843056944662,0.73811412654977,0.35843056944662,0,"(3.9,5.2]"
"279",2014,4231.77,4291.05802538322,6.3,5,78,8,83,6.33973185183567e-06,0.00104581118059582,0.955322428322205,0.817303424233271,0.816248929313289,"(6,9]"
"280",2014,2376.6,2409.89668699522,5.9,1,22,8,23,1.59925755948251e-05,0.00509435813363892,0.936542044507506,0.68309709331401,0.677881943370197,"(5.2,6]"
"281",2015,189,189,5,0,20,5,20,0.000828166182349173,0.00557766112159059,0.71479674337469,0.666666666666667,0.661089005545076,"(3.9,5.2]"
"282",2015,82,82,5,0,17,6,17,0.00250055093426167,0.00645901439398297,0.562300121920882,0.649109493113584,0.642650478719601,"(3.9,5.2]"
"283",2015,51,51,5,0,1,6,1,0.00422200548478215,0.0654409925317498,0.461746666736527,0.423871561978369,0.35843056944662,"(3.9,5.2]"
"284",2015,837,837,5.5,0,50,7,50,8.60815846185082e-05,0.00204454657520844,0.879784655541699,0.769322404318257,0.767251439432906,"(5.2,6]"
"285",2015,75.37,75.37,4.3,2,13,6,15,0.00276212783594281,0.00722006340860145,0.544877073520194,0.635832309162823,0.628612245754221,"(3.9,5.2]"
"286",2015,517.04,517.04,5.5,0,1,7,1,0.00018299615375548,0.0654409925317498,0.839848434458502,0.423871561978369,0.35843056944662,"(5.2,6]"
"287",2015,5.55,5.55,4.5,1,6,6,7,0.0151566400832579,0.0139081654904294,0.105432636486633,0.560554387632156,0.546646222141727,"(3.9,5.2]"
"288",2015,337.14,337.14,5.8,0,0,7,0,0.00035269029171832,0.35843056944662,0.794331800176688,0.35843056944662,0,"(5.2,6]"
"289",2015,10302,10302,8.1,27,860,9,887,1.55098433466616e-06,3.24546319980486e-05,0.973802176185365,0.9454106722221,0.945378189829442,"(6,9]"
"290",2015,5430,5430,6.5,3,260,8,263,4.3434691770459e-06,0.000200986863968282,0.96129046635368,0.897063634874203,0.896862082179609,"(6,9]"
"291",2015,242,242,5.1,0,0,6,0,0.000578712236515302,0.35843056944662,0.751446401763974,0.35843056944662,0,"(3.9,5.2]"
